,bl_id,building_name,address,utility,account,consump_month,consump_year,bge_kWh_used,bge_therms_used,name,address1,block,lot,lat,lon,sq_ft,property_type,agency_occupied,year_built,neighborhood,council_district,Property Type Code
100,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,5777670000.0,5.0,2019.0,5360.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
101,B08020,Eastside Career Center,3001 E Madison St,bge,5884920000.0,5.0,2019.0,15920.0,400.0,Eastside Career Center,3001 E Madison St,1630,1,39.29973,-76.575,27910.0,"Education, vocational",MOED,1955.0,Maidson- Eastend,,2
102,B00073,Fallsway Substation,201 Fallsway St,bge,5992321000.0,5.0,2019.0,10000.0,0.0,Fallsway Substation,201 Fallsway St,1306C,1,39.2922,-76.6069,25507.0,"Warehouse, self storage",DGS,1940.0,Jonestown,12.0,11
103,B08000,Northeast DGS Fleet Substation Garage,4325 York Rd,bge,6159241000.0,5.0,2019.0,1515.0,0.0,Northeast DGS Fleet Substation Garage,4325 York Rd,5211,9,39.34193,-76.60871,893.0,"Warehouse, self storage",DGS ,,Wilson Park,4.0,11
104,B00034,Baltimore City Police K9 Unit,Mansion House Dr,bge,6756240000.0,5.0,2019.0,33655.0,0.0,Baltimore City Police K9 Unit,Mansion House Dr,3499,1,39.3238,-76.64389,26177.0,"Public Services, police",BCPD,,Druid Hill Park,7.0,1
105,B00220,Peale Museum,225 N Holliday St,bge,6948371000.0,5.0,2019.0,13600.0,85.0,Peale Museum,225 N Holliday St,1303A,15,39.29186,-76.61007,13686.0,"Public Assembly, Museum",DGS HISTORIC,1814.0,Downtown,11.0,8
106,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,7560081000.0,5.0,2019.0,5942.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
107,B00076,Northwest Substation,4410 Lewin Av,bge,8308470000.0,5.0,2019.0,5672.0,89.0,Northwest Substation,4410 Lewin Av,2959B,191,39.33955,-76.67869,4764.0,"Warehouse, self storage",DOT,1966.0,Dolefield,6.0,11
108,B00181,Northern Community Action Center,5225 York Rd,bge,8499201000.0,5.0,2019.0,13486.0,0.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
109,B00229,"Jean and Lillian Hofmeister Museum Building,Star Spangled Banner Museum and Flag House",844 E Pratt St,bge,9003501000.0,5.0,2019.0,1108.0,4.0,"Jean and Lillian Hofmeister Museum Building,Star Spangled Banner Museum and Flag House",844 E Pratt St,1377,16,39.28776,-76.6036,2117.29,"Public Assembly, Museum",DGS HISTORIC,2003.0,Jonestown,12.0,8
110,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,9633841000.0,5.0,2019.0,3280.0,486.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
111,B00183,Reservoir Hill / Metro Delta Head Start,2001 Park Av,bge,786151000.0,5.0,2019.0,4300.0,0.0,Reservoir Hill / Metro Delta Head Start,2001 Park Av,3448,30,39.313340000000004,-76.62805999999999,18744.0,"Education, vocational",VACANT,1880.0,Resevoir Hill,7.0,2
112,B00230,President's Street Station Civil War Museum,601 President St,bge,2211251000.0,5.0,2019.0,1400.0,0.0,President's Street Station Civil War Museum,601 President St,1799,3,39.28398,-76.60247,4543.28,"Public Assembly, Museum",DGS HISTORIC,1851.0,Inner Harbor,1.0,8
113,B00031,Baltimore City Police Western District,1034 N Mount St,bge,2774270000.0,5.0,2019.0,18700.0,75.0,Baltimore City Police Western District,1034 N Mount St,60,7,39.300666,-76.644706,22024.65,"Public Services, police",BCPD,1961.0,Sandtown - Winchester,9.0,1
114,B00102,Druid Health District Building,1515 W North Av,bge,2941411000.0,5.0,2019.0,35810.0,164.0,Druid Health District Building,1515 W North Av,295,2,39.30983,-76.64138,36012.0,"Healthcare, Urgent Care/Clinic/Out Patient",HEALTH,1960.0,Druid Heights,7.0,4
115,B00228,Carroll Mansion Musuem,802 Lombard St,bge,3047401000.0,5.0,2019.0,3800.0,0.0,Carroll Mansion Musuem,802 Lombard St,1358,12,39.28855,-76.6044,12527.19,"Public Assembly, Museum",DGS HISTORIC,1812.0,Jonestown,12.0,8
116,B00228,Carroll Mansion Musuem,802 Lombard St,bge,4329351000.0,5.0,2019.0,0.0,20.0,Carroll Mansion Musuem,802 Lombard St,1358,12,39.28855,-76.6044,12527.19,"Public Assembly, Museum",DGS HISTORIC,1812.0,Jonestown,12.0,8
117,B00026,Baltimore City Police North Western District,5271 Reisterstown Rd,bge,4751312000.0,5.0,2019.0,9566.0,0.0,Baltimore City Police North Western District,5271 Reisterstown Rd,4543B,27,39.34462,-76.685455,56228.0,"Public Services, police",BCPD,1965.0,Middle Branch - Reedbird Parks,10.0,1
118,B00120,Waxter Senior Center,1000 Cathedral St,bge,5229602000.0,5.0,2019.0,64358.0,37.0,Waxter Senior Center,1000 Cathedral St,504,1,39.301190000000005,-76.61804000000001,50386.44,"Healthcare, Senior Care Community",HEALTH,1972.0,Mid - Town Belvedere,11.0,3
119,B00048,Health Department Headquarters,1001 E Fayette St,bge,2829991000.0,5.0,2019.0,78080.0,7.0,Health Department Headquarters,1001 E Fayette St,1337,1,39.29097,-76.6031,277322.95,Office,HEALTH,2001.0,Jonestown,12.0,6
120,B00035,Baltimore City Police Northern District,2201 West Cold Spring Lane,bge,3275661000.0,5.0,2019.0,45476.0,721.0,Baltimore City Police Northern District,2201 West Cold Spring Lane,3357E,009A,39.34304,-76.65236,25508.47,"Public Services, police",BCPD,2001.0,Woodberry,6.0,1
121,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,3618420000.0,5.0,2019.0,31104.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
122,B00163,The Weinberg Housing and Resource Center,620 Fallsway St,bge,3720580000.0,5.0,2019.0,2812.0,0.0,The Weinberg Housing and Resource Center,620 Fallsway St,1248,1,39.29733,-76.61064,40949.0,"Lodging, Residential Care",MOHS,1945.0,Penn - Fallsway,11.0,5
123,B00163,The Weinberg Housing and Resource Center,620 Fallsway St,bge,5129381000.0,5.0,2019.0,116962.0,1312.0,The Weinberg Housing and Resource Center,620 Fallsway St,1248,1,39.29733,-76.61064,40949.0,"Lodging, Residential Care",MOHS,1945.0,Penn - Fallsway,11.0,5
124,B00051,MECU Building,401 E Fayette St,bge,5931911000.0,5.0,2019.0,164667.0,0.0,MECU Building,401 E Fayette St,1331,16,39.290279999999996,-76.60994000000001,46668.0,Office,MULTI,1981.0,Downtown,11.0,6
125,B00011,First Mariner Arena,201 West Baltimore St,bge,6042981000.0,5.0,2019.0,0.0,231.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
126,B00181,Northern Community Action Center,5225 York Rd,bge,6975110000.0,5.0,2019.0,0.0,10.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
127,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,9330860000.0,5.0,2019.0,7703.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
128,B00101,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,bge,9629061000.0,5.0,2019.0,15519.0,0.0,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,1280,5,39.29068052,-76.60768333,16448.0,Office,MULTI,,,,6
129,B00036,Baltimore City Police Department Warrant Task Force,242 West 29th St,bge,9815941000.0,5.0,2019.0,38439.0,31.0,Baltimore City Police Department Warrant Task Force,242 West 29th St,3658,075A,39.32306,-76.62223,30310.79,"Public Services, police",BCPD,1992.0,Remington,14.0,1
130,B00100,Eastern Health District Building,620 N Caroline St,bge,8752451000.0,5.0,2019.0,34357.0,226.0,Eastern Health District Building,620 N Caroline St,1280,3,39.2977,-76.59796,29232.0,"Healthcare, Urgent Care/Clinic/Out Patient",HEALTH,1939.0,Dunbar- Broadway,12.0,4
131,B00028,Baltimore City Police Southern District,10 Cherry Hill Rd,bge,9570811000.0,5.0,2019.0,22281.0,142.0,Baltimore City Police Southern District,10 Cherry Hill Rd,7610,11,39.25288,-76.6172,29314.0,"Public Services, police",BCPD,1965.0,Middle Branch - Reedbird Parks,10.0,1
132,B00182,Lower Park Heights Multi Purpose Building,3939 Reisterstown Rd,bge,1198781000.0,5.0,2019.0,28143.0,755.0,Lower Park Heights Multi Purpose Building,3939 Reisterstown Rd,3321,23,39.333729999999996,-76.66336,33707.0,"Public Assembly, Other",CAC,1978.0,Central Park Heights,6.0,9
133,B00183,Reservoir Hill / Metro Delta Head Start,2001 Park Av,bge,786151000.0,4.0,2019.0,4400.0,1092.0,Reservoir Hill / Metro Delta Head Start,2001 Park Av,3448,30,39.313340000000004,-76.62805999999999,18744.0,"Education, vocational",VACANT,1880.0,Resevoir Hill,7.0,2
134,B00230,President's Street Station Civil War Museum,601 President St,bge,2211251000.0,4.0,2019.0,2400.0,0.0,President's Street Station Civil War Museum,601 President St,1799,3,39.28398,-76.60247,4543.28,"Public Assembly, Museum",DGS HISTORIC,1851.0,Inner Harbor,1.0,8
135,B00228,Carroll Mansion Musuem,802 Lombard St,bge,3047401000.0,4.0,2019.0,4520.0,0.0,Carroll Mansion Musuem,802 Lombard St,1358,12,39.28855,-76.6044,12527.19,"Public Assembly, Museum",DGS HISTORIC,1812.0,Jonestown,12.0,8
136,B00228,Carroll Mansion Musuem,802 Lombard St,bge,4329351000.0,4.0,2019.0,0.0,85.0,Carroll Mansion Musuem,802 Lombard St,1358,12,39.28855,-76.6044,12527.19,"Public Assembly, Museum",DGS HISTORIC,1812.0,Jonestown,12.0,8
137,B00026,Baltimore City Police North Western District,5271 Reisterstown Rd,bge,4751312000.0,4.0,2019.0,9023.0,0.0,Baltimore City Police North Western District,5271 Reisterstown Rd,4543B,27,39.34462,-76.685455,56228.0,"Public Services, police",BCPD,1965.0,Middle Branch - Reedbird Parks,10.0,1
138,B00120,Waxter Senior Center,1000 Cathedral St,bge,5229602000.0,4.0,2019.0,35249.0,2002.0,Waxter Senior Center,1000 Cathedral St,504,1,39.301190000000005,-76.61804000000001,50386.44,"Healthcare, Senior Care Community",HEALTH,1972.0,Mid - Town Belvedere,11.0,3
139,B00028,Baltimore City Police Southern District,10 Cherry Hill Rd,bge,9570811000.0,4.0,2019.0,17420.0,198.0,Baltimore City Police Southern District,10 Cherry Hill Rd,7610,11,39.25288,-76.6172,29314.0,"Public Services, police",BCPD,1965.0,Middle Branch - Reedbird Parks,10.0,1
140,B00182,Lower Park Heights Multi Purpose Building,3939 Reisterstown Rd,bge,1198781000.0,4.0,2019.0,27751.0,48.0,Lower Park Heights Multi Purpose Building,3939 Reisterstown Rd,3321,23,39.333729999999996,-76.66336,33707.0,"Public Assembly, Other",CAC,1978.0,Central Park Heights,6.0,9
141,B00029,Baltimore City Police South Eastern District,5710 Eastern Av,bge,1245540000.0,4.0,2019.0,21440.0,284.0,Baltimore City Police South Eastern District,5710 Eastern Avenue Baltimore ,6332,9,39.287688,-76.547422,26177.0,"Public Services, police",BCPD,1950.0,Hopkins Bayview,1.0,1
142,B00075,Northeast DGS Fleet Substation,4325 York Rd,bge,1467291000.0,4.0,2019.0,4300.0,359.0,Northeast DGS Fleet Substation,4325 York Rd,5211,9,39.34171,-76.60918000000001,4764.0,"Warehouse, self storage",DGS,1979.0,Wilson Park,9.0,11
143,B00073,Fallsway Substation,201 Fallsway St,bge,1961720000.0,4.0,2019.0,863.0,191.0,Fallsway Substation,201 Fallsway St,1306C,1,39.2922,-76.6069,25507.0,"Warehouse, self storage",DGS,1940.0,Jonestown,12.0,11
144,B00048,Health Department Headquarters,1001 E Fayette St,bge,2829991000.0,4.0,2019.0,61634.0,48.0,Health Department Headquarters,1001 E Fayette St,1337,1,39.29097,-76.6031,277322.95,Office,HEALTH,2001.0,Jonestown,12.0,6
145,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,3138112000.0,4.0,2019.0,8500.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
146,B00035,Baltimore City Police Northern District,2201 West Cold Spring Lane,bge,3275661000.0,4.0,2019.0,33231.0,438.0,Baltimore City Police Northern District,2201 West Cold Spring Lane,3357E,009A,39.34304,-76.65236,25508.47,"Public Services, police",BCPD,2001.0,Woodberry,6.0,1
147,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,3618420000.0,4.0,2019.0,27187.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
148,B00163,The Weinberg Housing and Resource Center,620 Fallsway St,bge,3720580000.0,4.0,2019.0,2371.0,0.0,The Weinberg Housing and Resource Center,620 Fallsway St,1248,1,39.29733,-76.61064,40949.0,"Lodging, Residential Care",MOHS,1945.0,Penn - Fallsway,11.0,5
149,B06107,1812 Museum Flag House Building,844 E Pratt St,bge,3955000000.0,4.0,2019.0,27624.0,0.0,1812 Museum Flag House Building,844 E Pratt St,1377,16,39.28751,-76.60333,12685.55,"Public Assembly, Museum",DGS HISTORIC,1793.0,Jonestown,12.0,8
150,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,4360021000.0,4.0,2019.0,7007.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
151,B00011,First Mariner Arena,201 West Baltimore St,bge,4561060000.0,4.0,2019.0,228621.0,0.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
152,B00163,The Weinberg Housing and Resource Center,620 Fallsway St,bge,5129381000.0,4.0,2019.0,87482.0,1327.0,The Weinberg Housing and Resource Center,620 Fallsway St,1248,1,39.29733,-76.61064,40949.0,"Lodging, Residential Care",MOHS,1945.0,Penn - Fallsway,11.0,5
153,B00005,DGS Public Building Maintenance Shop,500 Fallsway,bge,5601260000.0,4.0,2019.0,27129.0,385.0,DGS Public Building Maintenance Shop,500 Fallsway,1255,1,39.29588,-76.61028,18144.0,"Warehouse, self storage",DGS,1945.0,Penn - Fallsway,11.0,11
154,B06043,Fleet Central Garage Main Building,3800 E Biddle St,bge,5620250000.0,4.0,2019.0,70373.0,1961.0,Fleet Central Garage Main Building,3800 E Biddle St,6150A,003D,39.30612,-76.56612,105914.0,"Warehouse, self storage",DGS,2008.0,Orangevile Industrial Area ,13.0,11
155,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,5777670000.0,4.0,2019.0,3381.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
156,B08020,Eastside Career Center,3001 E Madison St,bge,5884920000.0,4.0,2019.0,12180.0,730.0,Eastside Career Center,3001 E Madison St,1630,1,39.29973,-76.575,27910.0,"Education, vocational",MOED,1955.0,Maidson- Eastend,,2
157,B00051,MECU Building,401 E Fayette St,bge,5931911000.0,4.0,2019.0,123297.0,0.0,MECU Building,401 E Fayette St,1331,16,39.290279999999996,-76.60994000000001,46668.0,Office,MULTI,1981.0,Downtown,11.0,6
158,B00073,Fallsway Substation,201 Fallsway St,bge,5992321000.0,4.0,2019.0,7360.0,271.0,Fallsway Substation,201 Fallsway St,1306C,1,39.2922,-76.6069,25507.0,"Warehouse, self storage",DGS,1940.0,Jonestown,12.0,11
159,B00011,First Mariner Arena,201 West Baltimore St,bge,6042981000.0,4.0,2019.0,0.0,222.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
160,B08000,Northeast DGS Fleet Substation Garage,4325 York Rd,bge,6159241000.0,4.0,2019.0,1348.0,0.0,Northeast DGS Fleet Substation Garage,4325 York Rd,5211,9,39.34193,-76.60871,893.0,"Warehouse, self storage",DGS ,,Wilson Park,4.0,11
161,B00034,Baltimore City Police K9 Unit,Mansion House Dr,bge,6756240000.0,4.0,2019.0,30635.0,0.0,Baltimore City Police K9 Unit,Mansion House Dr,3499,1,39.3238,-76.64389,26177.0,"Public Services, police",BCPD,,Druid Hill Park,7.0,1
162,B00220,Peale Museum,225 N Holliday St,bge,6948371000.0,4.0,2019.0,4600.0,178.0,Peale Museum,225 N Holliday St,1303A,15,39.29186,-76.61007,13686.0,"Public Assembly, Museum",DGS HISTORIC,1814.0,Downtown,11.0,8
163,B00181,Northern Community Action Center,5225 York Rd,bge,6975110000.0,4.0,2019.0,0.0,36.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
164,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,7560081000.0,4.0,2019.0,5916.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
165,B00076,Northwest Substation,4410 Lewin Av,bge,8308470000.0,4.0,2019.0,4807.0,168.0,Northwest Substation,4410 Lewin Av,2959B,191,39.33955,-76.67869,4764.0,"Warehouse, self storage",DOT,1966.0,Dolefield,6.0,11
166,B00181,Northern Community Action Center,5225 York Rd,bge,8499201000.0,4.0,2019.0,9176.0,0.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
167,B00229,"Jean and Lillian Hofmeister Museum Building,Star Spangled Banner Museum and Flag House",844 E Pratt St,bge,9003501000.0,4.0,2019.0,518.0,26.0,"Jean and Lillian Hofmeister Museum Building,Star Spangled Banner Museum and Flag House",844 E Pratt St,1377,16,39.28776,-76.6036,2117.29,"Public Assembly, Museum",DGS HISTORIC,2003.0,Jonestown,12.0,8
168,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,9330860000.0,4.0,2019.0,5917.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
169,B00101,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,bge,9629061000.0,4.0,2019.0,9717.0,0.0,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,1280,5,39.29068052,-76.60768333,16448.0,Office,MULTI,,,,6
170,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,9633841000.0,4.0,2019.0,2291.0,544.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
171,B00036,Baltimore City Police Department Warrant Task Force,242 West 29th St,bge,9815941000.0,4.0,2019.0,27064.0,74.0,Baltimore City Police Department Warrant Task Force,242 West 29th St,3658,075A,39.32306,-76.62223,30310.79,"Public Services, police",BCPD,1992.0,Remington,14.0,1
172,B00031,Baltimore City Police Western District,1034 N Mount St,bge,2774270000.0,4.0,2019.0,17800.0,334.0,Baltimore City Police Western District,1034 N Mount St,60,7,39.300666,-76.644706,22024.65,"Public Services, police",BCPD,1961.0,Sandtown - Winchester,9.0,1
173,B00102,Druid Health District Building,1515 W North Av,bge,2941411000.0,4.0,2019.0,32407.0,1044.0,Druid Health District Building,1515 W North Av,295,2,39.30983,-76.64138,36012.0,"Healthcare, Urgent Care/Clinic/Out Patient",HEALTH,1960.0,Druid Heights,7.0,4
174,B00228,Carroll Mansion Musuem,802 Lombard St,bge,3047401000.0,4.0,2019.0,4520.0,0.0,Carroll Mansion Musuem,802 Lombard St,1358,12,39.28855,-76.6044,12527.19,"Public Assembly, Museum",DGS HISTORIC,1812.0,Jonestown,12.0,8
175,B00228,Carroll Mansion Musuem,802 Lombard St,bge,4329351000.0,4.0,2019.0,0.0,85.0,Carroll Mansion Musuem,802 Lombard St,1358,12,39.28855,-76.6044,12527.19,"Public Assembly, Museum",DGS HISTORIC,1812.0,Jonestown,12.0,8
176,B00100,Eastern Health District Building,620 N Caroline St,bge,8752451000.0,4.0,2019.0,27279.0,225.0,Eastern Health District Building,620 N Caroline St,1280,3,39.2977,-76.59796,29232.0,"Healthcare, Urgent Care/Clinic/Out Patient",HEALTH,1939.0,Dunbar- Broadway,12.0,4
177,B00028,Baltimore City Police Southern District,10 Cherry Hill Rd,bge,9570811000.0,4.0,2019.0,17420.0,198.0,Baltimore City Police Southern District,10 Cherry Hill Rd,7610,11,39.25288,-76.6172,29314.0,"Public Services, police",BCPD,1965.0,Middle Branch - Reedbird Parks,10.0,1
